mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
90.03333333333333;0.9278574999588489;51753.19031371716;484.8407901274868;1.0;0.0;600560.1666666666;357.51200446045635;0.0;0.0;1204210.1333333333;38666.817048617595;
