trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;38047.35889426607;13;true;605693;0;523851;
2;38448.82547692908;13;true;606567;0;525577;
3;38454.15796495625;13;true;611105;0;472318;
4;38464.47398798878;13;true;610679;0;220494;
5;38925.649549957816;13;true;604908;0;243309;
6;37247.452928407234;14;true;605871;0;567607;
7;37355.64397309329;14;true;602980;0;510385;
8;37398.44917382217;14;true;607403;0;542164;
9;37544.17198145579;14;true;610276;0;234986;
10;37725.390825934606;14;true;603954;0;260981;
11;37725.390825934606;14;true;605086;0;233586;
12;57035.08439868516;16;true;907572;0;36239;
13;57035.08439868516;16;true;636824;0;36239;
14;57035.08439868516;16;true;637954;0;36239;
15;57035.08439868516;16;true;640260;0;36240;
