trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;38378.311156626434;56;true;600760;0;1147725;
2;38678.9596249906;56;true;600895;0;1208785;
3;38827.84592999041;56;true;600221;0;1171385;
4;38588.50665415765;57;true;600670;0;1194617;
5;38600.16527394598;57;true;600994;0;1295447;
6;38600.59840155894;57;true;600945;0;1242633;
7;38625.12483886853;57;true;600736;0;1179747;
8;38680.6286297105;57;true;600799;0;1183978;
9;38683.57283810115;57;true;600347;0;1131895;
10;38692.14946861968;57;true;600313;0;1226255;
11;38757.05670923754;57;true;600611;0;1221934;
12;38888.44348823552;57;true;600822;0;1242676;
13;38943.72967405327;57;true;600842;0;1149809;
14;38951.88541147632;57;true;600278;0;1167134;
15;38969.431998769665;57;true;600242;0;1282050;
16;38989.38578503445;57;true;600321;0;1178508;
17;39010.65682625691;57;true;600340;0;1188133;
18;39040.44615735515;57;true;600655;0;1223744;
19;39059.88428713469;57;true;600379;0;1180099;
20;38607.20785666888;58;true;600443;0;1244731;
21;38649.282830283024;58;true;600089;0;1227569;
22;38849.87765848196;58;true;600342;0;1213385;
23;38957.70962479871;58;true;600341;0;1267352;
24;38978.64398510608;58;true;601135;0;1256739;
25;38983.63616725465;58;true;600093;0;1124559;
26;38989.8707699791;58;true;600496;0;1159797;
27;39041.768214871045;58;true;600962;0;1191981;
28;39051.11942585663;58;true;600003;0;1243492;
29;39336.08290470711;58;true;600062;0;1138048;
30;39178.96554628092;59;true;600083;0;1280720;
