trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;42477.413720182296;100;true;600319;0;631845;
2;42477.413720182296;100;true;600430;0;634052;
3;42477.413720182296;100;true;600500;0;631816;
4;42477.413720182296;100;true;600463;0;625166;
5;42477.413720182296;100;true;600465;0;637991;
6;42477.413720182296;100;true;600071;0;631264;
7;42477.413720182296;100;true;600125;0;625713;
8;42477.413720182296;100;true;600284;0;635738;
9;42477.413720182296;100;true;600448;0;635209;
10;42477.413720182296;100;true;600426;0;637935;
11;42477.413720182296;100;true;600114;0;650800;
12;42477.413720182296;100;true;600192;0;650260;
13;42477.413720182296;100;true;600304;0;637400;
14;42477.413720182296;100;true;600296;0;645241;
15;42477.413720182296;100;true;600449;0;632404;
16;42477.413720182296;100;true;600042;0;643555;
17;42477.413720182296;100;true;600061;0;640745;
18;42477.413720182296;100;true;600141;0;630153;
19;42477.413720182296;100;true;600184;0;645205;
20;42477.413720182296;100;true;600251;0;641318;
21;42477.413720182296;100;true;600048;0;616240;
22;42477.413720182296;100;true;600056;0;636291;
23;42477.413720182296;100;true;600095;0;624016;
24;42477.413720182296;100;true;600303;0;636249;
25;42477.413720182296;100;true;600327;0;630749;
26;42477.413720182296;100;true;600297;0;624593;
27;42477.413720182296;100;true;600389;0;636854;
28;42477.413720182296;100;true;600399;0;636305;
29;42477.413720182296;100;true;600484;0;631260;
30;42477.413720182296;100;true;600484;0;624609;
