mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
16.90909090909091;1.4770978917519928;48405.79727374337;10841.82248549967;1.0;0.0;657471.7727272727;109213.70283942518;0.0;0.0;381319.72727272724;248920.33630560103;
