trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;50454.96598422422;18;true;600064;0;777769;
2;50989.53832330593;18;true;600909;0;748820;
3;51126.37761414793;18;true;602184;0;832294;
4;51140.723556571866;18;true;600798;0;816623;
5;51667.203042886475;18;true;601397;0;910242;
6;51770.889162816326;18;true;602702;0;837649;
7;51901.28671535827;18;true;601498;0;856327;
8;52337.01342169679;18;true;602801;0;923978;
9;52471.8530694945;18;true;601739;0;919225;
10;52641.974730982125;18;true;600362;0;892150;
11;53849.73502721141;18;true;602002;0;714365;
12;54498.18407221451;18;true;601254;0;711497;
13;49464.64177493634;19;true;601248;0;974645;
14;50297.78190933082;19;true;600165;0;907386;
15;50424.79737681002;19;true;601916;0;863422;
16;50689.75311273568;19;true;602307;0;936424;
17;50986.83823149088;19;true;602168;0;953152;
18;51036.20872359433;19;true;602510;0;992833;
19;51163.88267116281;19;true;601099;0;935229;
20;51441.776826090565;19;true;601600;0;860827;
21;51468.87846667624;19;true;600052;0;902812;
22;51950.24199509493;19;true;601308;0;1024531;
23;51962.10811424131;19;true;600118;0;894342;
24;52168.0316777591;19;true;601294;0;941925;
25;52372.08295626935;19;true;601866;0;906512;
26;52384.27751741202;19;true;602389;0;905808;
27;52472.75290315815;19;true;602682;0;918056;
28;52684.908541579134;19;true;601984;0;954113;
29;53057.463678552085;19;true;601528;0;876069;
30;53676.238794663914;19;true;600714;0;907397;
