lc1_6_1;60;14095.64
lc1_6_2;57;15048.16
lc1_6_3;49;14890.37
lc1_6_4;47;13321.45
lc1_6_5;60;14086.30
lc1_6_6;60;14090.79
lc1_6_7;60;14083.76
lc1_6_8;58;14880.70
lc1_6_9;53;15209.83
lc1_6_10;51;15688.66
lc2_6_1;19;7977.98
lc2_6_2;18;9911.37
lc2_6_3;17;8570.14
lc2_6_4;17;7880.78
lc2_6_5;18;9051.53
lc2_6_6;18;8859.78
lc2_6_7;18;9854.18
lc2_6_8;18;7579.93
lc2_6_9;18;8845.43
lc2_6_10;17;7954.74
lr1_6_1;59;22821.65
lr1_6_2;45;20137.22
lr1_6_3;37;17852.29
lr1_6_4;28;13135.51
lr1_6_5;37;24352.75
lr1_6_6;31;21518.46
lr1_6_7;24;17405.34
lr1_6_8;18;11973.57
lr1_6_9;31;21880.34
lr1_6_10;26;18568.61
lr2_6_1;11;21759.33
lr2_6_2;9;22310.56
lr2_6_3;7;18015.66
lr2_6_4;6;10789.88
lr2_6_5;8;23490.88
lr2_6_6;7;19980.43
lr2_6_7;6;15357.60
lr2_6_8;4;12512.46
lr2_6_9;8;18613.79
lr2_6_10;7;16412.84
lrc1_6_1;52;18288.90
lrc1_6_2;43;16515.41
lrc1_6_3;36;13979.41
lrc1_6_4;25;10802.66
lrc1_6_5;45;17586.78
lrc1_6_6;41;19037.12
lrc1_6_7;37;15946.65
lrc1_6_8;33;15365.04
lrc1_6_9;33;15642.29
lrc1_6_10;29;14272.34
lrc2_6_1;16;14598.54
lrc2_6_2;13;13958.91
lrc2_6_3;10;12488.43
lrc2_6_4;7;10071.24
lrc2_6_5;13;14522.59
lrc2_6_6;12;15011.18
lrc2_6_7;10;14660.61
lrc2_6_8;9;13331.23
lrc2_6_9;8;16788.75
lrc2_6_10;7;13334.28
