feasible,number of vehicles,total cost,time millis
true,12,46528.723485236405,3002
true,11,47169.497698214844,3003
true,11,33386.96741558626,35380
true,10,65409.25479350404,63120
true,10,35180.344917840666,117909
true,9,57892.344442734946,149856
true,9,33844.64440997944,205335
true,8,50750.13972283286,316414
true,8,35760.60476231724,350126
true,7,43473.227320376485,554869
true,7,34312.0889057241,583810
true,7,34312.0889057241,1184050
true,7,34312.0889057241,1188851
