feasible,number of vehicles,total cost,time millis
true,106,87412.9121116829,1281
true,105,91425.56672720824,1318
true,105,64961.88530424016,2148
true,104,65809.65823634321,2150
true,104,64961.88530424016,2364
true,103,90777.90665081372,2493
true,103,64551.03579122517,3497
true,102,65036.403613046416,3498
true,102,64073.640126084916,4101
true,101,64666.01981865644,4102
true,101,64073.640126084916,4284
true,100,64259.03775696593,4286
true,100,64073.640126084916,4433
true,100,64073.640126084916,604444
true,100,64073.640126084916,604541
