feasible,number of vehicles,total cost,time millis
true,33,22946.777605707055,1270
true,32,22373.76280075366,7697
true,32,20736.366545385335,8178
true,31,19711.672893416737,24475
true,31,17673.66947347222,24769
true,30,17849.07080767222,71587
true,30,17085.85181068767,71837
true,30,17085.85181068767,671841
true,30,17085.85181068767,671924
