feasible,number of vehicles,total cost,time millis
true,92,75069.25801147141,1961
true,91,80871.99550603563,2243
true,91,56381.936308051525,3308
true,90,57156.995298326794,3309
true,90,56095.38775585324,3843
true,89,56562.72067354656,3844
true,89,56121.24196646037,4200
true,88,56210.727544010544,4201
true,88,56121.24196646037,4359
true,87,80860.9522569585,4863
true,87,56066.60924514576,5747
true,86,76448.96438365098,5894
true,86,55676.51699632456,6601
true,85,69509.98660198758,6654
true,85,55132.7431235358,7077
true,84,68791.37357853663,7115
true,84,55173.52673312111,7831
true,83,77228.14428297013,8576
true,83,55099.79505640954,9604
true,82,74278.38336830393,9784
true,82,55138.30942790857,10360
true,81,77767.71778828042,11927
true,81,54980.96169374067,12588
true,80,78349.75292691344,17610
true,80,55512.882116327724,18614
true,79,77025.86285539645,19237
true,79,55480.88235850164,19774
true,78,74640.04107496828,34358
true,78,54731.19861186976,34838
true,77,74025.42466890022,54845
true,77,55551.32145556603,55430
true,76,74189.26554201015,65867
true,76,55136.04948550812,66598
true,75,72449.34845787506,95239
true,75,53857.533312789856,96048
true,74,71463.79849559335,131860
true,74,55962.179359742644,132389
true,73,70887.5805166449,167124
true,73,55891.21591249085,167855
true,72,69727.87075752988,487153
true,72,54602.4681845539,487726
true,72,54602.4681845539,1087726
true,72,54602.4681845539,1087794
